"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","avg_vol","pe_ratio_ttm","market_cap_millions","price_book_mrq","enterprise_value_ebitda","total_cash_per_share_mrq","total_debt_equity_mrq","book_value_per_share_mrq","enterprise_value_millions","float_millions","levered_free_cash_flow_ttm_millions","shares_outstanding_millions","percent_held_by_insiders_percent","trailing_annual_dividend_yield_percent","profit_margin_percent","operating_margin_ttm_percent","quarterly_revenue_growth_yoy_percent","return_on_equity_ttm_percent"
"546","SCN.AX","Scorpion Minerals Limited","Scorpion Minerals Limited, formerly Pegasus Metals Limited is an Australia-based company, which is engaged in exploration for mineral resources. The Company focuses on exploration at the Mt Mulcahy Copper Project (Murchison, Western Australia). The Company's Mt Mulcahy Copper Project is located approximately 45 Kilometers northwest of the mining town of Cue in the Murchison province, Western Australia. The Mt Mulcahy Copper project area is prospective for Volcanogenic Massive Sulfide (VMS) style base metal mineralization. The Mt Mulcahy Project hosts the Mount Mulcahy copper-zinc deposit, a VMS zone of mineralization. The Company focuses on the exploration or mining project acquisitions, with a particular focus on copper and other base metals. It focuses on the projects located in the Murchison district for opportunities.",2021-02-12,0.05,0.12,0.01,0.07,0,104663,0,11.48,0,13.38,0,0,-0.01,11.46,105.98,-0.14,229.52,52.23,0,0,0,0,0
"547","SES.AX","SECOS Group Ltd","SECOS Group Limited is engaged in the development of the bioplastics business. The Company has two segments: Manufacturing Division and Distribution Division. The manufacturing segment develops and manufactures sustainable resins derived from renewable resources for the global packaging and plastic products industries and also manufactures cast films for the personal care, hygiene, pet care and medical product industries. The manufacturing segment comprises manufacturing units in China, Malaysia and Australia, which are responsible for distribution and sales of products locally and overseas. The distribution segment develops and distributes the Company's products both locally and overseas. The manufacturing segment also sells products to the distribution segment. The Company is also focused on the waste management solutions market. The Company offers Compostable and Biohybrid product ranges, including Cardia Bioproducts Compostable and Biohybrid bag range.",2021-02-12,0.34,0.35,0.05,0.18,0,1099780,0,162.73,11.3,-224.7,0.01,16.84,0.03,130.82,194.61,-0.58,533.53,53.24,0,-5.64,-4.21,-1.3,-11.1
"548","SFX.AX","Sheffield Resources","Sheffield Resources Limited is an exploration company. The Company is principally engaged in the exploration for mineral sands, including zircon and titanium minerals, and base metals within the state of Western Australia. The Company is focused on its Thunderbird Heavy Mineral Sands (HMS) project, which is located near Derby in Western Australia. The Company is also focused on exploring the Fraser Range project for nickel sulfide deposits and the Eneabba and McCalls projects north of Perth, Western Australia for mineral sands deposits. The Company's project includes Thunderbird Mineral Sands project, Derby East project, Oakover Copper-Manganese project and Eneabba project. The Thunderbird Mineral Sands project located in the Canning Basin in northern Western Australia. The Company's Derby East project consists of five granted tenements E04/2390, E04/2391, E04/2392, E04/2393 and E04/2394 with a total area of approximately 1,831 square kilometers.",2021-02-12,0.41,0.48,0.06,0.3,0,377190,0,136.69,1.37,-19.01,0.02,1.74,0.29,134.58,231.52,-9.71,346.06,32.01,0,0,-4307.14,42,-10.5
"549","SHH.AX","Shree Minerals","Shree Minerals Ltd is an Australia-based multi-commodity exploration and development company. The Company's principal activities include mineral exploration, development and mining. The Company has exploration interests in iron, gold, and base metals. The Company is focused on developing its Nelson Bay River Iron Project and Golden Chimney Project. The Nelson Bay River Iron Project is situated in mineral province of North West Tasmania. The Nelson Bay River Iron Project covers a license area of approximately 93 square kilometers (km) and has a Joint Ore Reserves Committee (JORC) resource. The Nelson Bay Iron Ore Project (ELs 41/2004 & 54/2008) covers the Nelson Bay Magnetite deposit with Inferred Mineral Resources. The Golden Chimney Exploration license (E40/378) is located approximately 180km north of Kalgoorlie and 45km South of Leonora, Western Australia.",2021-02-12,0.02,0.03,0,0.01,0,0,0,0,8,-23.79,0,0.55,0,8.88,349.97,-0.48,809.24,50.63,0,0,-721.41,31.2,-32.6
"550","SI6.AX","SI6 Metals Limited","Si6 Metals Ltd, formerly Six Sigma Metals Limited, is an Australia-based exploration company operating in Botswana in Southern Africa and the Laverton Gold District in Western Australia. It is engaged in the field exploration programs at its Maibele Project targeting nickel, copper, cobalt, platinum group elements (PGE) and silver mineralization. It holds approximately seven exploration licenses covering approximately 1,500 square kilometer (km) in eastern Botswana. It has an option agreement to acquire the Monument Gold Project (MGP) in Western Australia. MGP covers an area of approximately 310 square km and comprises 25 licenses.",2021-02-12,0.02,0.05,0,0.02,0,39845396,0,14.19,22,-36.29,0,0,0,23.57,794.57,-0.45,1380,23.43,0,0,-2870.42,26,-75.43
"551","SBU.AX","Siburan Resources","Siburan Resources Limited is a mineral exploration company. The Company's segments include Mineral Exploration, and Corporate and administrative. Its projects include Kirwan Tungsten Project and Canegrass Gold Project. It holds over three granted permits, including approximately two exploration permits and prospecting permit in an area prospective for tungsten and gold in the South Island of New Zealand. The permit areas (Kirwan Hill Tungsten Project) are located over 12 kilometers east of the township of Reefton, on the west coast of the South Island of New Zealand and cover a total area of approximately 840 square kilometers. The Canegrass Project lies in the northern half of the Menzies-Kambalda region of the Norseman-Wiluna Belt in the Archaean Yilgarn Craton of Western Australia. It consists of exploration licenses E29/789 and E24/177 located approximately 70 kilometers to the north east of Kalgoorlie, Western Australia and covers an area of over 365.4 square kilometers.",2021-02-12,0,0,0,0,0,0,0,0,0,0,0,8.47,0,1.35,141.26,-0.04,0,82.3,0,43.62,-56.38,26.8,42.17
"552","SIH.AX","Sihayo Gold","Sihayo Gold Limited is a mineral exploration company with gold exploration projects in Indonesia. The Company is engaged in the development of the Sihayo Pungkut Gold project (Sihayo Pungkut). Its geographical segments include Australia, Africa, South East Asia, India and Other foreign countries. It holds an interest in the project through 100% ownership of Aberfoyle Pungkut Investments Pte Ltd (API). The Sihayo Pungkut is located in Mandailing Natal, North Sumatra, Indonesia. The Hutabargot Julu prospect is located on the south eastern portion of approximately 11.5 kilometers long Sihayo-Hutabargot mineralized trend. The prospect is over 10 kilometers southeast from the Sihayo-Sambung Joint Ore Reserves Committee (JORC) Compliant Mineral Resource. It has identified combined mineral resources of measured, indicated and inferred approximately 1.4 million ounces of gold, which contains a combined proved and probable ore reserve of over 544,000 ounces at its Sihayo Pungkut project.",2021-02-12,0.01,0.04,0,0.02,0,590310,0,51.6,0.88,-10.79,0,49.97,0.02,27.19,1570,-7.56,3690,36.16,0,0,-494150.98,-10.2,-19.53
"553","SCI.AX","Silver City Minerals","Silver City Minerals Limited is an Australia-based base and precious metal exploration company. The Company is focused on the Broken Hill District of western New South Wales, Australia. The Company’s projects include Wellington Project, Broken Hill Project, The Copper Blow Project, RazorbackWest Project, Yalcowinna Project and Cobar Project. The Wellington Project (EL 5852) is a copper-gold exploration package in the Lachlan Fold Belt, New South Wales. The Broken Hill Project has accumulations of lead, zinc and silver. The Copper Blow Project is a mineralized system that has iron oxide copper gold (IOCG) deposit, located approximately 20 kilometers south of Broken Hill. The Yalcowinna Project tenement has copper and copper-cobalt mineralization located to the northeast of Broken Hill and extends for over 25 kilometers. The Company also holds exploration titles approximately 400 kilometers east of Broken Hill in the Cobar Basin.",2021-02-12,0.03,0.03,0,0.02,0,1984993,0,13.16,1.5,-24,0,0,0.02,12.47,258.07,-0.29,487.36,43.58,0,0,-1858.09,-2.4,-8.57
"554","SLR.AX","Silver Lake Resources","Silver Lake Resources Limited is a gold producing and exploration company. The Company's principal activities include gold mining and processing from the Mount Monger Operation, gold exploration and evaluation projects. The Company’s segments include Mount Monger Operation and Deflector Operation. The Company’s segments are located in Western Australia, with the Mount Monger Operation producing gold bullion, and Deflector producing gold bullion and gold-copper concentrate. The Company has approximately five mines and two processing facilities in operation across its Deflector and Mount Monger operations. The Mount Monger Operation is located approximately 50 kilometers (km) southeast of Kalgoorlie. Gold ore from the Mount Monger Operation is transported to the Randalls Gold Processing Facility, located over 65 km south east of Kalgoorlie.",2021-02-12,1.52,2.75,1.04,2.11,0,6872604,4.9,1331,1.67,4.56,0.29,6.69,0.9,1120,870.04,99.25,881.57,0.61,0,45.59,24.36,67.7,40.46
"555","SVL.AX","Silver Mines Limited","Silver Mines Limited is engaged in acquiring the Bowdens Silver Project and maintaining the Webbs Silver Project in New South Wales Australia. The Company is engaged in exploration operations. Its projects also include Conrad Project (silver/polymetallic) and Tuena Project (gold/silver). The Bowdens Silver Project (Bowdens Silver) is located in central New South Wales, approximately 26 kilometers east of Mudgee. The Company holds approximately 100% of Bowdens Silver comprising EL5920, EL6354, EL8159, EL8160, EL8160, EL8268, EL5674, EL8403, EL8405 and ELA5235. The Webbs Silver Project (EL 5674) is located in the New England region of northern New South Wales approximately 45 kilometers north of Glen Innes. The Conrad Silver Project (EPL1050, EL5977, ML6040, ML6041 and ML 5992) is located in the New England region of northern New South Wales approximately 25 kilometers south of Inverell. The Tuena Project tenement application is located to the south of Orange, New South Wales.",2021-02-12,0.28,0.36,0.05,0.22,0,6711554,0,291.75,3.37,-155.8,0.01,5.87,0.08,264.8,849.23,-6.4,1040,13.91,0,0,-1636.42,0,-5.18
"556","SGM.AX","Sims Limited","Sims Limited, formerly Sims Metal Management Limited is a metals and electronics recycler. The Company is engaged in the buying, processing and selling of ferrous and non-ferrous recycled metals and the provision of solutions for the disposal of post-consumer electronic products, including information technology (IT) assets recycled for commercial customers. The Company operates through four segments: North America Metals, Australia/New Zealand (ANZ) Metals, Europe Metals and Global E-Recycling. The Company's product groups include ferrous secondary recycling, non-ferrous secondary recycling, recycling solutions, and secondary processing and other services. Its ferrous secondary recycling includes the collection, processing and trading of iron and steel secondary raw material. Its non-ferrous secondary recycling includes the collection, processing and trading of other metal alloys and residues, principally aluminum, lead, copper, zinc and nickel bearing materials.",2021-02-12,12.55,14.5,5.52,10.12,0,890946,0,2770,1.39,-51.59,1.21,24.23,9.86,2810,166.21,-143.2,201.47,17.1,0.47,-5.39,-3.87,-33.5,-12.39
"557","SRI.AX","Sipa Resources","Sipa Resources Ltd is an Australia-based exploration company. The Company is focused on the discovery of gold and base metal deposits. Its projects include Paterson North Project, Uganda Nickel Copper Project, Barbwire Terrace, Warralong Project and Wolfe Basin Project. Its Paterson North Project is located approximately 120 kilometer (km) north of the Telfer gold and copper deposits and the OCallaghans Tungsten Deposit. Its Uganda Nickel Copper Project contains an intrusive-hosted nickel-copper sulphide discovery at Akelikongo. The Barbwire Terrace Project is located about 150km south-west of Fitzroy Crossing and 120km south-west of Cadjebu. The Warralong Project covers over 50km of the Lalla Rookh Shear Zone and includes approximately four tenements, which covers approximately 720 square kilometers. The Wolfe Basin Project covers an area of approximately 780 square km in the Kimberley region of Western Australia. It also owns the Skeleton Rocks project in Western Australia.",2021-02-12,0.06,0.1,0.03,0.08,0,188491,32,11.38,2.13,-2.62,0.03,0,0.03,5.35,103.3,-0.8,177.83,31.27,0,73.76,-458.63,66.5,8.31
